"reportedTimestamp","eventDate","eventTime","shape","duration","witnesses","weather","firstName","lastName","latitude","longitude","sighting","physicalEvidence","contact","researchOutcome"
"1993-04-16T12:01:44.808Z","1993-04-16","11:43","circle",99,1,"clear","Ena","Kilback","38.9952778",-110.1611111,"Y","N","N","explained"
"1990-10-08T17:55:05.835Z","1990-10-06","10:43","circle",21,1,"stormy","Buddy","Effertz","43.3227778",-76.4175,"Y","N","N","explained"
"1978-12-30T07:24:53.323Z","1978-12-28","13:35","circle",28,1,"stormy","Alexander","Donnelly","25.7738889",-80.1938889,"Y","Y","N","explained"
"1996-06-12T22:25:49.184Z","1996-06-10","08:58","square",40,1,"mostly cloudy","Liana","Heidenreich","37.5958333",-122.0180556,"Y","N","N","explained"
"1984-02-17T07:00:17.312Z","1984-02-17","05:44","disk",31,1,"fog","Ella","Wisoky","48.5569444",-113.0125,"Y","N","N","explained"
"1985-02-02T09:08:35.053Z","1985-01-29","17:02","light",72,1,"clear","Eloy","Orn","36.9786111",-76.4283333,"Y","N","N","unexplained"
"2016-12-24T00:48:20.925Z","2016-12-21","15:32","square",32,1,"partly cloudy","Mallory","Gibson","27.3361111",-82.5308333,"Y","N","N","unexplained"
"2005-10-26T16:56:21.411Z","2005-10-22","20:36","disk",69,1,"fog","John","Dare","39.1619444",-84.4569444,"Y","N","N","explained"
"1995-12-14T16:43:27.586Z","1995-12-12","17:11","light",71,1,"rain","Vito","Hintz","40.8336111",-75.7141667,"Y","Y","Y","unexplained"
"1993-04-20T09:58:58.735Z","1993-04-17","20:20","circle",70,1,"stormy","Steve","Emard","38.9822222",-94.6705556,"Y","N","N","explained"
"1997-09-26T15:24:34.043Z","1997-09-26","13:22","circle",94,1,"mostly cloudy","Summer","Kassulke","43.1280556",-121.045,"Y","Y","N","explained"
"2009-04-30T01:40:30.166Z","2009-04-29","18:46","circle",41,1,"snow","Yazmin","Crona","35.9605556",-85.8141667,"Y","N","N","explained"
"1972-09-25T05:35:36.575Z","1972-09-20","12:35","triangle",13,1,"fog","Theo","Kuhic","32.514947",-117.038247,"Y","N","N","probable"
"1992-04-26T09:50:41.766Z","1992-04-25","00:43","disk",88,1,"rain","Tatum","Hilpert","41.0097222",-95.2252778,"Y","N","N","explained"
"1972-05-07T12:30:44.419Z","1972-05-04","23:25","circle",68,1,"partly cloudy","Tomasa","Kemmer","30.4013889",-86.8636111,"Y","N","N","explained"
"2002-03-25T16:40:05.511Z","2002-03-22","20:03","circle",50,1,"snow","Michaela","Bernhard","31.1238889",-97.9027778,"Y","Y","Y","explained"
"1988-11-03T12:45:30.050Z","1988-11-03","08:09","disk",68,1,"snow","Muhammad","Flatley","34.0341667",-94.5747222,"Y","N","N","explained"
"1978-10-17T00:45:35.470Z","1978-10-10","21:04","disk",38,1,"partly cloudy","Raven","Russel","52.083333",-2.75,"Y","N","N","explained"
"1997-05-31T14:21:51.574Z","1997-05-22","03:39","disk",93,1,"stormy","Alicia","Murphy","41.2586111",-95.9375,"Y","N","N","explained"
"2006-05-25T04:43:36.898Z","2006-05-24","12:02","disk",98,1,"partly cloudy","Frida","Jaskolski","33.4936111",-117.1475,"Y","N","N","explained"
"1987-04-01T18:53:34.827Z","1987-03-27","23:29","disk",91,1,"stormy","Taylor","Dach","33.5091667",-111.8983333,"Y","N","N","explained"
"2006-01-30T11:00:57.769Z","2006-01-28","00:46","disk",78,1,"partly cloudy","Alice","Schiller","32.9050000",-80.6669444,"Y","N","N","explained"
"2017-10-14T17:00:41.012Z","2017-10-13","20:00","circle",85,1,"fog","Kira","Rohan","42.2711111",-89.0938889,"Y","Y","N","explained"
"1981-05-01T19:40:42.117Z","1981-05-01","18:02","circle",52,1,"mostly cloudy","Terrill","Gaylord","40.6686111",-74.1147222,"Y","N","N","explained"
"2015-11-22T16:10:01.350Z","2015-11-18","22:49","light",73,1,"stormy","Frances","Langworth","39.0997222",-94.5783333,"Y","Y","Y","unexplained"
"1975-10-26T10:43:26.706Z","1975-10-24","13:03","disk",75,1,"stormy","Mariana","Witting","40.155312",26.41416,"Y","N","N","explained"
"1986-10-15T09:02:58.349Z","1986-10-11","17:04","square",10,1,"clear","Yadira","Runolfsdottir","41.0047222",-121.4372222,"Y","N","N","unexplained"
"1980-03-10T05:14:04.796Z","1980-03-09","20:25","sphere",82,1,"rain","Astrid","Herzog","39.9947222",-84.4080556,"Y","N","N","explained"
"1974-03-09T22:04:55.596Z","1974-03-07","04:19","circle",50,1,"snow","Ezekiel","Hamill","34.0522222",-118.2427778,"Y","N","N","explained"
"2006-10-30T02:19:37.233Z","2006-10-26","03:18","disk",35,1,"snow","Meagan","Kohler","33.8752778",-117.5655556,"Y","N","N","explained"
"1973-04-11T21:06:15.083Z","1973-04-11","15:01","square",59,1,"fog","Shemar","Olson","42.353244",-114.575039,"Y","N","N","unexplained"
"1992-11-16T21:28:22.230Z","1992-11-16","11:34","light",10,1,"clear","Dejah","Quigley","37.3394444",-121.8938889,"Y","N","N","unexplained"
"1973-07-18T02:15:04.185Z","1973-07-16","14:23","light",86,1,"snow","Melissa","Rohan","38.0194444",-122.1330556,"Y","N","N","unexplained"
"2003-11-07T00:40:17.292Z","2003-11-04","19:47","circle",33,1,"partly cloudy","Michel","Bednar","27.9563889",-97.9366667,"Y","N","N","explained"
"1971-09-24T22:35:40.492Z","1971-09-24","14:02","box",11,1,"partly cloudy","Myrtice","Will","35.6225000",-117.67,"Y","N","N","unexplained"
"1996-05-20T09:08:33.686Z","1996-05-19","21:38","disk",69,1,"clear","Silas","Roob","36.1750000",-115.1363889,"Y","N","N","explained"
"2006-05-24T20:16:50.786Z","2006-05-22","07:06","square",51,1,"partly cloudy","Carol","O'Keefe","16.8",96.15,"Y","Y","N","unexplained"
"2011-12-28T03:35:57.963Z","2011-12-23","18:42","triangle",92,1,"rain","Fleta","Hayes","39.7683333",-86.1580556,"Y","Y","Y","probable"
"1999-12-31T04:53:24.648Z","1999-12-27","07:56","circle",46,1,"partly cloudy","Doyle","Sawayn","29.3991667",-95.8375,"Y","Y","Y","explained"
"2013-02-08T05:28:14.588Z","2013-02-07","22:50","disk",57,1,"clear","Alysha","Dare","41.974163",-87.907321,"Y","N","N","explained"
"1997-07-17T06:49:33.252Z","1997-07-16","19:54","disk",43,1,"partly cloudy","Justice","Fadel","41.4900000",-71.3133333,"Y","N","N","explained"
"2009-09-06T03:55:23.042Z","2009-09-03","00:39","disk",65,1,"mostly cloudy","Kian","Bashirian","44.7677778",-93.2775,"Y","N","N","explained"
"1986-03-31T23:09:15.536Z","1986-03-27","04:45","disk",38,1,"snow","Sister","Kutch","42.2713889",-93.9269444,"Y","N","N","explained"
"1992-12-25T17:39:44.693Z","1992-12-24","06:40","disk",30,1,"mostly cloudy","Soledad","Stiedemann","47.6063889",-122.3308333,"Y","N","N","explained"
"1982-04-23T22:10:06.480Z","1982-04-22","04:26","disk",67,1,"clear","Jacklyn","Price","39.7155556",-82.9530556,"Y","N","N","explained"
"2005-01-23T04:11:46.843Z","2005-01-22","21:56","disk",5,1,"fog","Mertie","Smith","38.0683333",-120.5386111,"Y","N","N","explained"
"1971-10-04T09:41:25.786Z","1971-10-04","08:28","circle",24,1,"rain","Augusta","Larson","46.9550000",-112.6808333,"Y","N","N","explained"
"2018-12-03T08:14:25.989Z","2018-12-02","16:04","disk",98,1,"stormy","Luisa","Schaden","34.4358333",-119.8266667,"Y","N","N","explained"
"1983-06-08T20:13:14.644Z","1983-06-08","06:56","circle",22,1,"fog","Vallie","Morar","42.5250000",-71.7602778,"Y","N","N","explained"
"2017-12-12T09:14:48.023Z","2017-12-08","08:11","disk",12,1,"snow","Helene","Schumm","45.5",-73.583333,"Y","N","N","explained"
"1971-01-18T05:11:21.737Z","1971-01-15","17:31","triangle",48,1,"stormy","Sabrina","McDermott","33.3061111",-111.8405556,"Y","N","N","probable"
"2017-02-27T11:50:03.587Z","2017-02-26","07:11","disk",24,1,"partly cloudy","Kareem","Koelpin","12.879721",121.774017,"Y","N","N","explained"
"1971-02-05T15:16:06.503Z","1971-02-01","01:52","disk",79,1,"snow","Ian","Osinski","40.7141667",-74.0063889,"Y","N","N","explained"
"1998-08-02T05:34:19.235Z","1998-08-02","01:42","square",38,1,"mostly cloudy","Armando","Hills","40.8830556",-85.4975,"Y","N","N","unexplained"
"1999-07-12T16:53:40.183Z","1999-07-10","06:15","circle",99,1,"fog","Malika","Wisoky","34.1063889",-117.5922222,"Y","N","N","explained"
"1996-10-16T22:33:08.024Z","1996-10-16","20:55","circle",69,1,"stormy","Nyasia","Hyatt","44.8897222",-93.3497222,"Y","N","N","explained"
"2000-09-29T21:05:01.825Z","2000-09-29","10:43","sphere",84,1,"clear","Kendrick","Wolf","34.206818",-118.200028,"Y","N","N","explained"
"1994-01-28T23:00:20.201Z","1994-01-27","15:06","disk",45,1,"stormy","Rebekah","Simonis","38.5816667",-121.4933333,"Y","N","N","explained"
"1985-03-03T05:08:39.117Z","1985-03-01","19:36","circle",58,1,"rain","Irma","Kessler","41.3030556",-74.7938889,"Y","N","N","explained"
"1990-01-21T11:36:48.319Z","1990-01-19","12:29","circle",31,1,"fog","Maverick","Robel","39.6416667",-77.7202778,"Y","N","N","explained"
"2016-08-16T14:22:23.822Z","2016-08-14","04:41","circle",7,1,"stormy","Reid","Dietrich","42.9275000",-83.63,"Y","N","N","explained"
"2016-03-03T10:55:15.224Z","2016-03-01","03:05","disk",23,1,"fog","Yazmin","Cummerata","40.015892",-74.956425,"Y","N","N","explained"
"1974-04-24T02:02:39.112Z","1974-04-21","05:08","circle",13,1,"clear","Finn","Upton","33.8491667",-118.3875,"Y","N","N","explained"
"1989-03-09T16:53:21.511Z","1989-03-08","08:19","circle",18,1,"clear","Jaiden","Larkin","42.9633333",-85.6680556,"Y","N","N","explained"
"1988-02-19T17:30:34.112Z","1988-02-14","08:32","circle",5,1,"partly cloudy","Marques","Olson","33.6305556",-112.3325,"Y","N","N","explained"
"2002-12-24T03:58:59.784Z","2002-12-20","18:15","square",40,1,"clear","Obie","Prosacco","22.2119444",-159.4122222,"Y","N","N","unexplained"
"1970-12-16T08:43:01.400Z","1970-12-15","18:03","disk",17,1,"fog","Pauline","Wolff","45.266667",-66.066667,"Y","N","N","explained"
"1977-02-27T09:15:20.975Z","1977-02-20","22:38","disk",49,1,"partly cloudy","Rigoberto","Lebsack","28.5380556",-81.3794444,"Y","N","N","explained"
"2004-01-07T23:42:13.656Z","2004-01-05","11:06","disk",63,1,"fog","Jaden","Beier","38.1041667",-122.2555556,"Y","Y","Y","explained"
"1996-09-11T20:23:20.885Z","1996-09-11","19:23","circle",99,1,"clear","Hank","Pouros","41.193237",-73.677574,"Y","N","N","explained"
"1985-06-08T11:59:06.317Z","1985-06-06","09:52","light",79,1,"mostly cloudy","Cletus","Fisher","41.6716667",-72.9497222,"Y","Y","N","unexplained"
"2016-12-18T17:19:47.896Z","2016-12-12","19:55","disk",14,1,"clear","Mara","Jacobi","43.3227778",-76.4175,"Y","N","N","explained"
"1988-02-12T21:48:33.587Z","1988-02-10","05:16","triangle",68,1,"partly cloudy","Gladys","Jacobson","21.3069444",-157.8583333,"Y","N","N","explained"
"2017-06-09T02:39:34.073Z","2017-06-05","15:14","disk",25,1,"partly cloudy","Wilbert","Green","38.893002",-77.045526,"Y","N","N","explained"
"2018-02-04T17:21:27.205Z","2018-02-04","01:47","box",41,1,"clear","Emilia","Shields","42.3802778",-72.5236111,"Y","N","N","explained"
"1977-05-21T04:07:18.902Z","1977-05-19","00:15","circle",25,1,"mostly cloudy","Gordon","Nicolas","25.9013889",-97.4972222,"Y","N","N","explained"
"1984-07-04T03:58:19.309Z","1984-07-01","06:49","circle",15,1,"stormy","Ruthe","Hodkiewicz","40.7141667",-74.0063889,"Y","Y","Y","explained"
"1982-03-14T15:52:33.573Z","1982-03-13","17:33","disk",35,1,"mostly cloudy","Antonia","Kub","33.969413",-84.562954,"Y","Y","Y","explained"
"1993-08-03T07:31:28.742Z","1993-08-02","21:42","circle",20,1,"partly cloudy","Letitia","Leannon","38.948959",-83.405746,"Y","N","N","explained"
"2008-12-28T03:19:31.787Z","2008-12-26","04:20","sphere",97,1,"fog","Shirley","Langosh","38.3697222",-90.3783333,"Y","Y","N","probable"
"2005-01-17T13:51:58.431Z","2005-01-12","08:35","circle",78,1,"stormy","Jovani","Abernathy","33.3061111",-111.8405556,"Y","N","N","explained"
"1992-02-07T10:49:33.836Z","1992-02-06","00:43","circle",96,1,"clear","Bret","Ledner","32.436381",-111.222442,"Y","N","N","explained"
"2011-03-23T18:32:20.473Z","2011-03-22","21:12",,3,1,"rain","Deon","Feil","37.6819444",-121.7669444,"Y","N","N","explained"
"1978-10-08T04:06:49.071Z","1978-10-04","18:38","circle",11,1,"fog","Evan","Schmidt","43.801356",-91.239581,"Y","N","N","explained"
"2018-08-10T01:39:09.851Z","2018-08-06","11:55","circle",65,1,"partly cloudy","Devonte","Weissnat","51.083333",-114.083333,"Y","N","N","explained"
"2004-01-18T13:17:33.803Z","2004-01-16","10:17","disk",31,1,"mostly cloudy","Rachel","Schaden","34.0522222",-118.2427778,"Y","N","N","explained"
"1976-12-13T15:36:26.088Z","1976-12-11","20:45","circle",1,1,"partly cloudy","Berniece","Paucek","41.6361111",-70.9347222,"Y","Y","N","explained"
"2019-05-07T03:49:00.142Z","2019-05-06","18:42","circle",43,1,"mostly cloudy","Dianna","Denesik","31.8541667",-110.9930556,"Y","Y","Y","explained"
"1979-03-20T07:23:15.835Z","1979-03-16","20:17","circle",52,1,"fog","Alexzander","Feeney","37.1305556",-121.6533333,"Y","N","N","explained"
"1991-09-06T05:21:40.991Z","1991-09-04","03:06","circle",72,1,"snow","Alfonzo","Cassin","42.6805556",-83.1338889,"Y","N","N","explained"
"1992-07-02T11:53:28.337Z","1992-07-02","01:20","light",93,1,"mostly cloudy","Dominique","Miller","33.9022222",-118.0808333,"Y","N","N","unexplained"
"1987-10-09T17:58:07.034Z","1987-10-07","10:33","light",70,1,"stormy","Clementina","Waelchi","37.4852778",-122.2352778,"Y","N","N","unexplained"
"2012-09-10T09:38:40.566Z","2012-09-07","04:45","disk",33,1,"partly cloudy","Kristian","Zemlak","26.2708333",-80.2708333,"Y","N","N","explained"
"1971-10-14T03:31:21.583Z","1971-10-13","07:18","circle",30,1,"partly cloudy","Victoria","Nader","34.1397222",-118.0344444,"Y","N","N","explained"
"1970-01-16T11:06:24.358Z","1970-01-16","08:27","light",69,1,"rain","Suzanne","Hettinger","53.916667",-122.766667,"Y","N","N","explained"
"1974-10-13T19:09:26.999Z","1974-10-12","11:03","disk",19,1,"rain","Estella","Hansen","48.6011111",-93.4108333,"Y","Y","N","explained"
"2004-03-04T22:04:58.361Z","2004-03-01","22:08","light",44,1,"clear","Wyatt","Kuhn","34.4269444",-77.5463889,"Y","N","N","unexplained"
"1992-04-13T19:59:52.444Z","1992-04-08","09:49","square",28,1,"clear","Johnathon","Kohler","40.9444444",-74.0758333,"Y","N","N","unexplained"
"2006-10-02T04:59:37.372Z","2006-10-01","22:22","circle",86,1,"partly cloudy","Eliza","Tromp","35.9938889",-78.8988889,"Y","N","N","explained"
"2012-06-03T20:20:11.342Z","2012-05-29","14:21","circle",31,1,"fog","Lukas","Crist","44.9250000",-93.4625,"Y","N","N","explained"
"2015-08-08T03:48:05.521Z","2015-08-01","03:35","circle",95,1,"stormy","Halle","Runte","31.9491667",-98.7369444,"Y","N","N","explained"
"1977-11-19T06:08:45.935Z","1977-11-18","06:51","square",36,1,"clear","Felix","Kozey","39.6294444",-79.9561111,"Y","N","N","unexplained"
"1971-12-05T17:58:00.984Z","1971-12-04","10:51","circle",62,1,"fog","Kenyatta","McClure","40.4405556",-79.9961111,"Y","N","N","explained"
"2013-06-29T05:04:27.353Z","2013-06-28","16:19","circle",22,1,"stormy","Heather","Weber","47.168107",11.861812,"Y","N","N","explained"
"2004-12-25T02:32:31.035Z","2004-12-24","21:53","sphere",77,1,"mostly cloudy","Jamarcus","Crona","12.879721",121.774017,"Y","Y","N","probable"
"2006-08-29T14:54:31.429Z","2006-08-24","19:07","oval",44,1,"rain","Gregory","Ledner","41.4969444",-71.3677778,"Y","N","N","explained"
"1995-04-10T03:30:51.933Z","1995-04-07","05:24","circle",73,1,"mostly cloudy","Lucious","Spencer","28.3858333",-80.7422222,"Y","N","N","explained"
"2006-07-20T03:44:47.078Z","2006-07-15","09:55","circle",31,1,"mostly cloudy","Jamey","Wuckert","39.7722222",-101.7994444,"Y","N","N","explained"
"1982-05-28T20:51:22.639Z","1982-05-23","15:34","circle",11,1,"rain","Emmalee","Denesik","40.4166667",-86.8752778,"Y","N","N","explained"
"1990-05-31T12:45:17.239Z","1990-05-31","11:21","circle",46,1,"clear","Gilberto","Reinger","46.216667",-63.483333,"Y","N","N","explained"
"2014-05-14T07:25:38.749Z","2014-05-13","21:18","circle",49,1,"mostly cloudy","Elijah","Wisozk","47.6063889",-122.3308333,"Y","N","N","explained"
"2007-08-30T21:38:53.427Z","2007-08-26","14:01","disk",17,1,"clear","Delfina","Russel","40.7141667",-74.0063889,"Y","N","N","explained"
"1973-12-10T21:11:21.607Z","1973-12-10","17:28","disk",82,1,"partly cloudy","Katlynn","Konopelski","41.6302778",-87.8538889,"Y","Y","N","explained"
"2010-03-07T23:37:26.227Z","2010-03-06","11:14","circle",35,1,"mostly cloudy","Elenor","McLaughlin","34.5294444",-90.5916667,"Y","N","N","explained"
"1989-04-28T00:44:54.792Z","1989-04-27","15:21","disk",69,1,"snow","Anthony","Kris","27.9011111",-81.5861111,"Y","N","N","explained"
"2017-11-28T12:28:13.819Z","2017-11-26","19:44","circle",35,1,"mostly cloudy","Darian","Upton","42.9977778",-84.1766667,"Y","N","N","explained"
"1995-10-07T01:55:26.538Z","1995-09-30","22:29","circle",71,1,"clear","Otilia","Gulgowski","40.7719444",-80.7683333,"Y","N","N","explained"
"1984-05-04T07:20:44.908Z","1984-05-02","23:50","disk",66,1,"rain","Aurelio","Braun","39.8397222",-74.1905556,"Y","N","N","explained"
"1986-11-25T23:03:33.096Z","1986-11-25","08:03","triangle",45,1,"clear","Jack","Bergstrom","42.9375000",-70.8394444,"Y","N","N","probable"
"2004-03-17T07:56:55.803Z","2004-03-16","22:49","circle",88,1,"mostly cloudy","Oscar","Kilback","40.3236111",-75.0602778,"Y","N","N","explained"
"1985-02-24T13:22:36.572Z","1985-02-24","07:00","square",95,1,"fog","Mitchell","Olson","44.2858333",-69.7913889,"Y","Y","Y","unexplained"
"1996-10-21T10:46:45.991Z","1996-10-18","17:14","light",42,1,"fog","Tamara","Mann","42.8666667",-106.3125,"Y","N","N","unexplained"
"2009-09-26T05:50:06.981Z","2009-09-25","17:30","square",24,1,"stormy","Jess","Kilback","37.2152778",-93.2980556,"Y","N","N","unexplained"
"1973-05-27T14:22:47.242Z","1973-05-27","06:11","circle",12,1,"mostly cloudy","Stuart","Lang","43.0116667",-88.2313889,"Y","Y","Y","explained"
"2017-07-21T04:03:40.123Z","2017-07-19","01:00","circle",10,1,"mostly cloudy","Isaiah","Daugherty","40.706987",-75.306233,"Y","N","N","explained"
"2012-03-10T22:58:52.857Z","2012-03-07","04:35","disk",92,1,"rain","Vernon","Marvin","45.583333",-72,"Y","N","N","explained"
"1971-04-12T22:15:39.563Z","1971-04-11","21:09","circle",46,1,"snow","Nicolette","Friesen","32.5230556",-92.6377778,"Y","N","N","explained"
"2013-11-24T08:04:42.877Z","2013-11-23","07:15","square",79,1,"clear","Georgiana","Emard","40.4394444",-84.0402778,"Y","N","N","unexplained"
"1970-11-03T10:38:08.905Z","1970-10-31","00:50","pyramid",48,1,"rain","Hanna","Kuhic","42.2916667",-85.5872222,"Y","N","N","explained"
"2006-03-30T13:08:57.341Z","2006-03-27","03:14","square",17,1,"snow","Luisa","Weissnat","26.7052778",-80.0366667,"Y","N","N","unexplained"
"2012-10-10T22:23:41.974Z","2012-10-08","05:49","circle",90,1,"mostly cloudy","Sally","Kulas","34.1477778",-118.1436111,"Y","N","N","explained"
"1981-10-13T16:17:31.665Z","1981-10-10","14:25","circle",60,1,"mostly cloudy","Clara","Kemmer","37.9886111",-84.4777778,"Y","N","N","explained"
"2003-08-08T08:49:49.956Z","2003-08-06","03:16","circle",40,1,"snow","Soledad","Altenwerth","39.1752778",-84.2944444,"Y","N","N","explained"
"1976-04-07T05:41:15.564Z","1976-03-31","11:23","circle",94,1,"clear","Jake","Parisian","47.2530556",-122.4430556,"Y","N","N","explained"
"1991-10-05T17:37:41.185Z","1991-10-04","11:11","disk",8,1,"partly cloudy","Geraldine","Johnston","41.0180556",-75.9952778,"Y","N","N","explained"
"1978-11-26T00:16:01.581Z","1978-11-26","00:13","circle",68,1,"partly cloudy","Jaylin","Effertz","36.0625000",-94.1572222,"Y","N","N","unexplained"
"1978-10-21T10:46:26.459Z","1978-10-20","13:53","circle",58,1,"partly cloudy","Furman","Durgan","40.5866667",-122.3905556,"Y","Y","N","explained"
"2016-12-27T08:58:55.058Z","2016-12-27","08:56","disk",50,1,"rain","Santina","Klein","48.0519444",-122.1758333,"Y","N","N","explained"
"2017-08-17T22:27:23.918Z","2017-08-16","22:39","disk",56,1,"clear","Vicente","Bruen","41.4527778",-82.1825,"Y","N","N","explained"
"2003-02-22T21:46:20.954Z","2003-02-21","02:26","circle",92,1,"stormy","Kathleen","Bahringer","45.416667",-75.7,"Y","N","N","explained"
"1989-04-19T06:31:45.693Z","1989-04-15","11:10","square",37,1,"partly cloudy","Jewell","Effertz","41.0988889",-81.6447222,"Y","N","N","unexplained"
"2006-03-20T01:00:34.278Z","2006-03-19","06:53","disk",11,1,"partly cloudy","Angie","Bahringer","32.9125000",-96.6386111,"Y","N","N","explained"
"1978-12-19T04:34:39.929Z","1978-12-18","05:48","circle",23,1,"clear","Helmer","Kutch","26.092222",-98.277778,"Y","N","N","explained"
"1979-04-03T17:11:17.364Z","1979-04-03","01:59","disk",80,1,"clear","Trinity","Schoen","42.1013889",-72.5902778,"Y","N","N","explained"
"1985-05-19T01:40:17.138Z","1985-05-18","15:23","circle",81,1,"mostly cloudy","Travon","Donnelly","40.9502778",-72.8430556,"Y","N","N","explained"
"1995-12-03T06:12:27.723Z","1995-12-02","14:20","square",2,1,"rain","Augustine","D'Amore","30.5402778",-88.6875,"Y","N","N","unexplained"
"1983-06-25T12:51:31.401Z","1983-06-25","07:53","square",49,1,"mostly cloudy","Florian","Monahan","33.5205556",-86.8025,"Y","N","N","unexplained"
"1996-12-18T04:38:45.134Z","1996-12-10","20:07","circle",3,1,"mostly cloudy","Greg","Huel","53.92766",-3.00585,"Y","N","N","explained"
"1972-03-11T13:22:21.685Z","1972-03-09","22:32","disk",43,1,"clear","Effie","Kub","34.1722222",-118.3780556,"Y","N","N","explained"
"1980-04-17T01:58:58.598Z","1980-04-15","11:02","disk",66,1,"clear","Alisha","Abshire","41.0127778",-81.6052778,"Y","N","N","explained"
"1970-03-09T02:07:47.536Z","1970-03-01","11:54","disk",86,1,"partly cloudy","Chloe","Harvey","41.4994444",-81.6955556,"Y","N","N","explained"
"2011-07-02T23:39:17.140Z","2011-06-30","20:02","disk",73,1,"mostly cloudy","Amparo","McLaughlin","35.9605556",-83.9208333,"Y","N","N","explained"
"1984-07-26T05:23:29.219Z","1984-07-18","21:28","disk",27,1,"partly cloudy","Benton","Sauer","40.4172222",-79.8652778,"Y","N","N","explained"
"1986-11-15T12:08:53.711Z","1986-11-13","22:10","circle",47,1,"snow","Michelle","Murray","33.3061111",-111.8405556,"Y","N","N","explained"
"1997-03-28T09:14:19.739Z","1997-03-25","14:54","circle",80,1,"partly cloudy","Christop","Eichmann","42.3241667",-83.4002778,"Y","Y","Y","explained"
"2013-06-04T20:04:07.492Z","2013-05-29","14:48","disk",83,1,"clear","Elenor","Emmerich","43.9013889",-70.4708333,"Y","N","N","explained"
"1981-07-26T12:25:06.855Z","1981-07-20","05:11","disk",53,1,"partly cloudy","Amelie","Kihn","33.8358333",-79.0480556,"Y","N","N","explained"
"1990-02-10T01:20:20.914Z","1990-02-10","00:24","circle",92,1,"snow","Leif","Gottlieb","39.6955556",-78.88,"Y","N","N","explained"
"2013-09-08T03:42:42.090Z","2013-09-04","16:41","circle",93,1,"mostly cloudy","Trinity","Hand","36.663447",-87.47739,"Y","N","N","explained"
"1978-01-30T13:06:52.063Z","1978-01-25","17:42","light",17,1,"clear","Leanna","Turcotte","41.1238889",-100.765,"Y","N","N","unexplained"
"2011-07-23T06:33:52.242Z","2011-07-23","06:12","circle",93,1,"fog","Leatha","Kessler","35.4244444",-84.4875,"Y","N","N","explained"
"1980-09-19T00:58:38.534Z","1980-09-18","10:57","circle",63,1,"mostly cloudy","Howell","Greenfelder","42.8947222",-70.8716667,"Y","Y","N","explained"
"2017-12-16T18:31:17.524Z","2017-12-15","06:15","square",100,1,"fog","Deron","Davis","35.3627778",-84.2941667,"Y","N","N","unexplained"
"1989-01-30T15:07:57.720Z","1989-01-30","14:42","circle",20,1,"clear","Reagan","Zboncak","36.0397222",-114.9811111,"Y","N","N","explained"
"1993-08-11T06:50:05.187Z","1993-08-04","13:56","disk",44,1,"clear","Hermann","Morissette","44.5438889",-73.1483333,"Y","N","N","explained"
"1973-03-28T17:09:18.020Z","1973-03-25","08:58","disk",66,1,"fog","Alan","Buckridge","41.1888889",-81.6363889,"Y","N","N","explained"
"2016-03-21T13:45:54.201Z","2016-03-20","10:47","circle",38,1,"mostly cloudy","Otha","Marquardt","44.2600000",-72.5758333,"Y","N","N","explained"
"2009-05-11T14:24:00.194Z","2009-05-11","00:05","disk",18,1,"fog","Sydnee","Schmidt","70.416667",-148.916667,"Y","N","N","explained"
"1997-06-04T21:53:55.449Z","1997-05-29","22:33","square",10,1,"clear","Kenyatta","Watsica","38.0608333",-97.9294444,"Y","N","N","unexplained"
"2004-10-17T19:16:41.620Z","2004-10-14","03:12","circle",76,1,"clear","Annie","Moore","34.1513889",-89.6313889,"Y","N","N","explained"
"2005-10-05T10:36:02.055Z","2005-10-02","15:12","square",59,1,"rain","Zander","Gutkowski","40.220391",-74.012082,"Y","N","N","unexplained"
"1998-05-31T17:35:05.965Z","1998-05-27","12:36","disk",14,1,"rain","Darrel","Zboncak","36.1866667",-94.1286111,"Y","N","N","explained"
"1977-05-13T07:26:14.815Z","1977-05-12","03:09","triangle",13,1,"clear","Quinten","Buckridge","40.8519444",-73.1544444,"Y","N","N","probable"
"1997-05-26T06:40:32.642Z","1997-05-25","22:03","sphere",39,1,"mostly cloudy","Sadye","Harris","37.4852778",-122.2352778,"Y","N","N","explained"
"2007-06-16T13:43:47.432Z","2007-06-10","12:43","circle",82,1,"fog","Jerrold","Sporer","37.0297222",-76.3455556,"Y","N","N","explained"
"1982-10-24T02:51:43.543Z","1982-10-22","15:13","light",98,1,"mostly cloudy","Tillman","Jast","36.7477778",-119.7713889,"Y","N","N","unexplained"
"1970-07-17T07:56:10.265Z","1970-07-15","03:37","disk",33,1,"clear","Mathew","Hahn","29.5633333",-95.2858333,"Y","Y","N","explained"
"1996-10-04T16:17:21.683Z","1996-10-04","08:44","disk",68,1,"stormy","Oswaldo","Schaden","40.0991667",-83.1141667,"Y","N","N","explained"
"2000-12-17T07:41:23.969Z","2000-12-16","05:58","disk",18,1,"mostly cloudy","Hobart","Crona","27.9091667",-82.7875,"Y","N","N","explained"
"2008-12-05T20:37:49.069Z","2008-12-05","02:16","circle",15,1,"mostly cloudy","King","Batz","44.9250000",-93.4625,"Y","N","N","explained"
"1978-12-01T16:13:42.917Z","1978-11-27","23:26","triangle",17,1,"rain","Shana","Cormier","38.0280556",-121.8836111,"Y","N","N","explained"
