"reportedTimestamp","eventDate","eventTime","duration","witnesses","weather","firstName","lastName","latitude","longitude","sighting","physicalEvidence","contact","researchOutcome","shape"
"1973-08-22T03:19:14.068Z","1973-08-21","22:43",9,1,"stormy","Barbara","Altenwerth","59.6425000",-151.5483333,"Y","N","N","explained","disk"
"1992-10-19T17:10:22.521Z","1992-10-17","09:01",68,1,"stormy","Vita","Hahn","26.9616667",-82.3527778,"Y","N","N","unexplained","light"
"2016-08-11T06:13:02.001Z","2016-08-07","19:37",55,1,"snow","Samara","Cummerata","38.5458333",-106.9247222,"Y","N","N","explained","disk"
"1981-07-28T22:57:44.718Z","1981-07-26","11:09",74,1,"mostly cloudy","Hailey","Hahn","36.9052778",-82.3111111,"Y","N","N","explained","circle"
"1999-11-07T22:50:14.014Z","1999-11-07","19:03",35,1,"rain","Kaylee","Nienow","36.9822222",-76.6313889,"Y","N","N","explained","disk"
"1988-03-15T10:35:03.842Z","1988-03-06","01:25",47,1,"clear","Hermina","Reilly","36.1750000",-115.1363889,"Y","N","N","explained","circle"
"2018-01-27T03:47:05.065Z","2018-01-25","17:28",34,1,"mostly cloudy","Alphonso","Smith","-28.00029",153.430878,"Y","N","N","explained","disk"
"1994-06-23T16:59:33.636Z","1994-06-23","13:01",69,1,"clear","Dina","Dibbert","37.5950000",-120.9566667,"Y","Y","N","unexplained","light"
"1997-11-10T14:11:03.305Z","1997-11-02","10:06",16,1,"mostly cloudy","Angus","Cremin","43.3666667",-124.2166667,"Y","N","N","explained","circle"
"2009-06-26T09:31:26.544Z","2009-06-22","11:55",90,1,"partly cloudy","Angelina","Hirthe","39.7683333",-86.1580556,"Y","Y","N","explained","circle"
"2016-02-14T11:22:40.436Z","2016-02-13","01:28",87,1,"partly cloudy","Jarvis","Schimmel","40.7255556",-75.3944444,"Y","N","N","explained","disk"
"2015-03-16T06:13:49.615Z","2015-03-13","07:25",32,1,"stormy","Velma","Von","30.2669444",-97.7427778,"Y","N","N","explained","circle"
"1994-06-08T01:29:26.065Z","1994-06-02","02:39",70,1,"mostly cloudy","Dale","Kreiger","40.2013889",-77.1891667,"Y","N","N","unexplained","light"
"2000-12-12T12:46:48.112Z","2000-12-12","03:08",52,1,"snow","Okey","Mann","33.5861111",-86.2861111,"Y","N","N","explained","circle"
"1974-07-12T09:18:25.926Z","1974-07-11","15:37",78,1,"mostly cloudy","Josiane","Heidenreich","42.909685",-81.49586,"Y","N","N","explained","circle"
"1970-02-09T01:13:51.184Z","1970-01-31","20:40",51,1,"stormy","Myron","Stark","33.8491667",-118.3875,"Y","N","N","unexplained","square"
"1975-08-06T05:22:45.555Z","1975-08-03","20:29",59,1,"mostly cloudy","Blanche","Dibbert","41.5580556",-73.0519444,"Y","Y","N","explained","disk"
"1991-05-09T14:32:40.991Z","1991-05-02","09:39",41,1,"partly cloudy","Ruben","Bins","42.2911111",-71.125,"Y","N","N","explained","disk"
"2004-06-08T03:08:35.965Z","2004-06-07","12:17",86,1,"rain","Marielle","Little","41.6527778",-70.2833333,"Y","N","N","explained","circle"
"1973-11-08T06:29:10.102Z","1973-11-07","06:14",83,1,"partly cloudy","Bridgette","Yundt","28.2438889",-82.7194444,"Y","N","N","explained","disk"
"2001-05-29T08:15:43.189Z","2001-05-24","16:26",44,1,"fog","Ambrose","Kovacek","34.8963889",-98.2002778,"Y","N","N","explained","disk"
"2010-12-11T10:20:05.140Z","2010-12-09","10:21",61,1,"rain","Caleb","Ritchie","38.5200000",-89.9838889,"Y","N","N","explained","circle"
"1995-10-07T23:39:21.558Z","1995-10-06","06:14",4,1,"rain","Ana","Terry","35.2269444",-80.8433333,"Y","N","N","explained","disk"
"2018-03-04T07:49:07.700Z","2018-02-28","05:56",85,1,"rain","Guillermo","Schiller","-37.813938",144.963425,"Y","N","N","explained","circle"
"1970-10-09T22:26:59.843Z","1970-10-07","21:37",86,1,"snow","Leonardo","Schimmel","39.0019444",-87.9088889,"Y","N","N","explained","disk"
"2019-03-01T05:37:05.157Z","2019-02-28","12:56",94,1,"mostly cloudy","Lucinda","Schiller","41.8500000",-87.65,"Y","N","N","explained","disk"
"1981-11-26T14:33:00.612Z","1981-11-26","08:11",74,1,"stormy","Lori","Cremin","41.2097222",-93.8463889,"Y","Y","Y","explained","disk"
"1992-11-30T21:29:08.924Z","1992-11-29","19:44",11,1,"clear","Colten","Bernier","43.6852778",-85.8158333,"Y","N","N","explained","circle"
"2006-11-28T18:30:58.211Z","2006-11-26","13:40",65,1,"rain","Connie","Grimes","47.6063889",-122.3308333,"Y","Y","Y","explained","circle"
"1970-12-18T02:45:49.141Z","1970-12-15","19:39",82,1,"rain","Vilma","Rice","36.6002778",-121.8936111,"Y","N","N","unexplained","sphere"
"1991-01-08T03:43:21.215Z","1991-01-06","03:44",56,1,"mostly cloudy","Ona","Barrows","48.0519444",-122.1758333,"Y","N","N","explained","circle"
"2000-05-14T02:29:47.498Z","2000-05-13","22:42",41,1,"rain","Kailey","Kub","33.8536111",-118.1330556,"Y","N","N","explained","disk"
"1977-04-29T18:06:41.654Z","1977-04-29","15:10",65,1,"rain","Daija","Block","45.5236111",-122.675,"Y","N","N","explained","circle"
"1995-02-10T22:41:51.580Z","1995-02-08","12:32",39,1,"fog","Lonzo","Baumbach","32.4419444",-97.7938889,"Y","Y","Y","unexplained","light"
"2016-04-27T04:58:54.593Z","2016-04-23","21:46",62,1,"clear","Aliya","Kuvalis","48.0841667",-121.9675,"Y","N","N","explained","circle"
"1988-07-06T17:57:30.737Z","1988-07-05","13:52",72,1,"clear","Joana","Mann","37.7597222",-78.8711111,"Y","N","N","unexplained","square"
"1976-07-18T18:41:07.646Z","1976-07-14","20:55",15,1,"mostly cloudy","Viviane","Parker","46.2113889",-119.1361111,"Y","Y","Y","unexplained","square"
"2009-05-15T08:05:26.030Z","2009-05-12","09:27",56,1,"partly cloudy","Chanel","Bernier","40.8066667",-74.1858333,"Y","N","N","explained","disk"
"1989-06-29T01:53:41.897Z","1989-06-28","05:18",96,1,"fog","Rafael","Gorczany","32.7833333",-96.8,"Y","N","N","explained","disk"
"1972-01-02T18:08:24.640Z","1971-12-31","21:49",41,1,"fog","Guiseppe","Greenholt","32.7833333",-96.8,"Y","N","N","explained","disk"
"2006-07-03T18:56:58.340Z","2006-06-27","14:44",45,1,"rain","Bart","Armstrong","40.6600000",-111.9955556,"Y","Y","Y","unexplained","light"
"1995-10-16T09:20:02.222Z","1995-10-16","02:54",3,1,"fog","Carolyne","Armstrong","43.0388889",-87.9063889,"Y","N","N","unexplained","square"
"2006-03-05T12:19:53.486Z","2006-03-05","06:04",100,1,"snow","Cristal","Medhurst","39.9375000",-77.6613889,"Y","N","N","explained","circle"
"2017-02-08T06:53:48.480Z","2017-02-08","05:33",93,1,"fog","Alexys","Schuster","39.8494444",-75.3561111,"Y","N","N","explained","circle"
"1990-01-10T22:47:54.413Z","1990-01-08","09:14",55,1,"mostly cloudy","Citlalli","Kirlin","43.0605556",-88.1063889,"Y","N","N","explained","disk"
"2001-01-22T23:38:49.982Z","2001-01-18","18:06",98,1,"clear","Verlie","Runolfsdottir","36.7280556",-108.2180556,"Y","N","N","explained","disk"
"2017-08-26T23:08:04.455Z","2017-08-26","03:35",96,1,"mostly cloudy","Mona","Orn","37.9347222",-80.6522222,"Y","N","N","unexplained","square"
"1982-06-21T03:18:07.627Z","1982-06-19","14:16",77,1,"rain","Marvin","Bartell","33.7222222",-116.3736111,"Y","N","N","probable","triangle"
"1978-03-13T01:55:10.694Z","1978-03-10","03:41",3,1,"clear","Darius","Lockman","35.0844444",-106.6505556,"Y","N","N","explained","disk"
"2000-05-13T14:03:07.360Z","2000-05-11","14:54",45,1,"mostly cloudy","Tomas","Osinski","41.9761111",-72.5922222,"Y","N","N","explained","circle"
"1972-10-25T01:59:09.139Z","1972-10-24","18:16",4,1,"partly cloudy","Jazmyn","Kautzer","35.1894444",-114.0522222,"Y","N","N","explained","disk"
"1992-03-24T01:01:21.949Z","1992-03-21","12:26",80,1,"stormy","Kristian","Dibbert","53.997945",-6.405957,"Y","N","N","explained","circle"
"1985-11-28T14:28:09.937Z","1985-11-27","00:03",84,1,"snow","Gilberto","Hauck","51.416667",-0.75,"Y","N","N","explained","disk"
"2001-12-13T21:47:35.388Z","2001-12-12","01:18",21,1,"snow","Judd","Hartmann","34.0522222",-118.2427778,"Y","N","N","explained","circle"
"2009-01-02T22:23:16.008Z","2009-01-01","03:48",44,1,"partly cloudy","Gerhard","Wilkinson","42.8863889",-78.8786111,"Y","N","N","explained","circle"
"2011-04-29T13:57:06.444Z","2011-04-25","22:01",18,1,"stormy","Candelario","Gutmann","37.339386",-121.894955,"Y","N","N","explained","disk"
"2018-12-09T01:38:02.334Z","2018-12-08","23:11",58,1,"fog","Alvis","Eichmann","32.7152778",-117.1563889,"Y","N","N","explained","circle"
"2011-05-25T15:54:55.963Z","2011-05-21","21:27",8,1,"snow","Dayne","Yost","32.8572222",-116.9213889,"Y","N","N","explained","circle"
"2018-03-03T13:56:44.847Z","2018-02-28","13:19",73,1,"fog","Price","Larkin","45.148307",-72.245248,"Y","Y","Y","explained","circle"
"1990-07-05T00:14:45.032Z","1990-06-30","21:48",71,1,"rain","Damian","Erdman","49.833333",-99.95,"Y","N","N","explained","disk"
"2000-03-20T15:43:56.803Z","2000-03-20","02:45",10,1,"partly cloudy","Sydney","Oberbrunner","59.997175",23.651446,"Y","N","N","explained","circle"
"1970-03-26T20:44:30.846Z","1970-03-19","09:03",27,1,"rain","Norene","Harris","32.7152778",-117.1563889,"Y","N","N","explained","disk"
"2003-11-25T13:46:29.700Z","2003-11-22","20:06",46,1,"clear","Delaney","Weissnat","36.6386111",-95.1538889,"Y","Y","Y","explained","disk"
"2013-11-10T17:26:15.701Z","2013-11-09","17:00",43,1,"partly cloudy","Crawford","Daugherty","32.7152778",-117.1563889,"Y","Y","N","explained","disk"
"1990-02-11T12:18:38.949Z","1990-02-08","03:15",67,1,"rain","Adrienne","Donnelly","53.916667",-122.766667,"Y","N","N","probable","sphere"
"1971-09-17T19:10:10.212Z","1971-09-17","10:54",74,1,"snow","Harold","O'Kon","33.7597222",-87.1833333,"Y","N","N","explained","disk"
"2009-01-15T20:45:35.682Z","2009-01-12","13:39",30,1,"stormy","Valentina","Gerhold","33.542248",-117.78311,"Y","N","N","explained","disk"
"1989-10-20T17:58:20.502Z","1989-10-17","14:15",17,1,"fog","Kian","Miller","70.416667",-148.916667,"Y","Y","Y","explained","disk"
"2001-06-05T02:04:55.611Z","2001-06-04","04:04",39,1,"rain","Dannie","Gerhold","39.177404",-76.668392,"Y","N","N","explained","circle"
"1981-04-27T15:50:09.061Z","1981-04-25","02:11",49,1,"clear","Krystel","Murphy","43.7152778",-72.3083333,"Y","N","N","explained","sphere"
"2016-02-07T22:54:39.357Z","2016-02-07","13:54",87,1,"partly cloudy","Modesto","Funk","41.7480556",-71.1902778,"Y","N","N","explained","circle"
"2013-05-08T15:36:32.301Z","2013-05-05","04:48",82,1,"clear","Rocio","Adams","37.5958333",-122.0180556,"Y","N","N","unexplained","light"
"2005-07-02T21:14:38.930Z","2005-07-01","18:07",6,1,"snow","Gerardo","Quitzon","41.6361111",-70.9347222,"Y","N","N","explained","circle"
"1983-12-13T01:29:42.657Z","1983-12-10","20:56",13,1,"mostly cloudy","Marisa","Boyer","46.6022222",-120.5047222,"Y","N","N","unexplained","light"
"2013-03-24T06:06:55.847Z","2013-03-19","14:53",16,1,"clear","Chance","Harris","33.0150000",-96.5386111,"Y","N","N","explained","circle"
"2001-06-07T08:48:52.138Z","2001-06-07","02:26",47,1,"snow","Rose","Cassin","34.2694444",-118.7805556,"Y","N","N","explained","sphere"
"1994-03-25T04:43:22.593Z","1994-03-19","11:47",12,1,"snow","Lottie","McClure","35.7697222",-91.6408333,"Y","N","N","unexplained","square"
"1979-01-19T08:36:27.765Z","1979-01-11","19:57",73,1,"snow","Crystal","Bergnaum","33.9311111",-117.5477778,"Y","N","N","explained","circle"
"2013-11-12T12:28:20.865Z","2013-11-09","11:06",99,1,"stormy","Gaetano","Dooley","34.0350000",-77.8938889,"Y","N","N","explained","disk"
"1981-11-23T20:20:47.452Z","1981-11-22","19:16",64,1,"stormy","Mittie","Hamill","33.4208333",-82.1622222,"Y","Y","Y","explained","circle"
"1981-09-14T03:16:56.212Z","1981-09-12","04:33",95,1,"rain","Clyde","Bayer","33.2000000",-117.2416667,"Y","N","N","explained","circle"
"2013-01-20T08:56:08.047Z","2013-01-20","08:42",67,1,"partly cloudy","Luna","Bradtke","41.1366667",-95.8905556,"Y","N","N","unexplained","light"
"1974-08-03T21:07:48.014Z","1974-07-29","16:14",88,1,"fog","Blanca","Blanda","35.3338889",-81.8652778,"Y","N","N","explained","disk"
"1993-03-13T18:59:46.143Z","1993-03-12","18:06",87,1,"mostly cloudy","Trycia","Mraz","33.5091667",-111.8983333,"Y","N","N","explained","disk"
"2000-09-10T07:48:47.068Z","2000-09-05","19:11",57,1,"stormy","Mozelle","Rosenbaum","30.4866667",-90.9561111,"Y","N","N","explained","circle"
"1984-05-26T11:25:28.379Z","1984-05-20","19:26",21,1,"rain","Neal","Satterfield","30.2669444",-97.7427778,"Y","N","N","unexplained","light"
"1996-09-13T08:17:14.749Z","1996-09-07","14:47",78,1,"mostly cloudy","Guiseppe","Wolf","40.5727778",-81.0858333,"Y","N","N","explained","disk"
"1999-05-03T15:56:05.980Z","1999-04-30","03:17",52,1,"clear","Benjamin","Cassin","41.6638889",-83.5552778,"Y","N","N","explained","disk"
"2017-05-31T19:48:29.881Z","2017-05-26","07:35",7,1,"fog","Kenyatta","Olson","36.2841667",-82.1727778,"Y","N","N","explained","circle"
"1999-01-27T14:52:00.307Z","1999-01-27","12:38",89,1,"partly cloudy","Cristina","Botsford","37.9319444",-121.6947222,"Y","N","N","explained","disk"
"2001-10-17T00:21:18.250Z","2001-10-12","00:09",32,1,"fog","Molly","Windler","35.2144444",-90.1963889,"Y","Y","Y","explained","circle"
"1987-04-17T11:15:08.803Z","1987-04-11","04:23",72,1,"clear","Orin","Macejkovic","42.9105556",-87.8605556,"Y","N","N","unexplained","square"
"1970-04-10T16:44:46.850Z","1970-04-08","18:09",74,1,"stormy","Dino","Blanda","40.8255556",-73.6986111,"Y","N","N","explained","circle"
"1973-07-26T14:58:59.570Z","1973-07-20","02:30",50,1,"clear","Vince","D'Amore","38.9583333",-122.6252778,"Y","Y","Y","unexplained","square"
"1977-02-28T23:52:53.728Z","1977-02-27","20:48",2,1,"snow","Ignacio","Watsica","47.3811111",-122.2336111,"Y","N","N","explained","circle"
"2003-11-04T12:00:36.910Z","2003-10-27","01:13",20,1,"clear","Victor","McDermott","34.0522222",-118.2427778,"Y","N","N","explained","disk"
"1988-10-18T21:09:57.428Z","1988-10-18","15:26",56,1,"stormy","Zane","Adams","42.8141667",-73.94,"Y","N","N","explained","circle"
"1995-01-08T20:07:12.903Z","1995-01-08","00:08",61,1,"partly cloudy","Odell","Morissette","42.8666667",-88.3333333,"Y","N","N","explained","circle"
"2006-09-22T18:07:25.229Z","2006-09-19","21:32",77,1,"stormy","Thelma","Torphy","44.366667",-64.516667,"Y","N","N","explained","disk"
"2007-12-20T16:41:24.557Z","2007-12-20","15:38",73,1,"snow","Dovie","Ortiz","33.6797222",-113.9438889,"Y","N","N","unexplained","sphere"
"1975-01-11T21:07:07.068Z","1975-01-07","21:36",4,1,"fog","Gardner","Dibbert","32.7677778",-117.0222222,"Y","N","N","explained","circle"
"1979-05-22T05:56:55.129Z","1979-05-13","21:56",4,1,"partly cloudy","Iliana","Wolff","45.666667",-72.15,"Y","N","N","explained","disk"
"2001-01-26T17:43:30.395Z","2001-01-24","08:39",69,1,"rain","Layne","O'Hara","26.3583333",-80.0833333,"Y","N","N","unexplained","square"
"1996-02-24T19:32:27.673Z","1996-02-23","01:32",52,1,"stormy","Dashawn","Stark","43.6613889",-70.2558333,"Y","N","N","explained","disk"
"1985-06-24T11:22:16.216Z","1985-06-21","09:44",69,1,"stormy","Demario","Murazik","28.5555556",-82.4505556,"Y","N","N","explained","circle"
"2010-06-20T04:00:56.180Z","2010-06-17","23:16",67,1,"clear","Raymond","Reichert","43.6136111",-116.2025,"Y","N","N","explained","disk"
"1979-06-18T05:42:28.819Z","1979-06-16","10:11",82,1,"fog","Liliane","Walker","38.2541667",-85.7594444,"Y","Y","N","explained","disk"
"1988-01-05T02:58:42.958Z","1987-12-31","08:55",79,1,"fog","Jena","Friesen","34.2255556",-77.945,"Y","Y","N","unexplained","light"
"1991-05-29T02:20:40.731Z","1991-05-25","21:25",19,1,"clear","Aisha","Gerlach","38.3855556",-81.8363889,"Y","N","N","explained","disk"
"1997-03-03T23:46:01.946Z","1997-03-03","23:39",4,1,"partly cloudy","Raphael","Gleason","28.9002778",-81.2638889,"Y","N","N","explained","circle"
"1989-06-23T06:14:20.594Z","1989-06-18","19:05",37,1,"fog","Durward","Schmidt","28.9002778",-81.2638889,"Y","Y","N","unexplained","square"
"2008-08-25T21:55:09.546Z","2008-08-25","06:39",34,1,"mostly cloudy","Ethelyn","Baumbach","30.3319444",-81.6558333,"Y","N","N","explained","circle"
"1972-06-25T02:11:33.467Z","1972-06-25","00:24",28,1,"rain","Stephan","O'Reilly","33.6197222",-86.6088889,"Y","N","N","explained","circle"
"2017-02-27T03:26:15.997Z","2017-02-26","06:23",31,1,"rain","Lourdes","O'Keefe","44.0463889",-123.0208333,"Y","N","N","explained","disk"
"2010-02-25T21:40:37.077Z","2010-02-23","18:55",64,1,"partly cloudy","Blanche","Larkin","38.8113889",-90.8527778,"Y","N","N","explained","circle"
"1989-11-11T18:54:48.505Z","1989-11-11","03:52",41,1,"fog","Ivory","Crooks","28.5380556",-81.3794444,"Y","N","N","explained","circle"
"2008-10-16T19:40:57.761Z","2008-10-15","01:56",77,1,"clear","Savion","Rempel","36.2077778",-119.3463889,"Y","N","N","explained","circle"
"1987-04-06T12:28:11.816Z","1987-04-03","14:18",98,1,"partly cloudy","Colten","Bode","36.7280556",-108.2180556,"Y","N","N","explained","disk"
"1979-04-19T12:33:27.870Z","1979-04-18","07:48",22,1,"mostly cloudy","Gregoria","Purdy","40.1005556",-74.8522222,"Y","N","N","explained","circle"
"1972-08-15T11:03:09.728Z","1972-08-10","19:28",60,1,"clear","Mario","Ruecker","35.9605556",-83.9208333,"Y","N","N","explained","disk"
"1972-08-30T08:53:31.686Z","1972-08-29","07:46",77,1,"snow","Duane","Hahn","37.7750000",-122.4183333,"Y","N","N","explained","disk"
"1970-12-09T11:51:44.616Z","1970-12-07","09:41",1,1,"snow","Eden","Schaefer","44.971725",-64.934129,"Y","N","N","explained","circle"
"1979-07-06T18:55:44.512Z","1979-07-01","01:22",66,1,"mostly cloudy","Lucy","Buckridge","32.6550000",-79.9405556,"Y","N","N","explained","circle"
"1995-02-20T02:08:03.746Z","1995-02-18","03:42",58,1,"fog","Janice","Pfannerstill","55.833333",-3.083333,"Y","N","N","explained","circle"
"1976-07-14T23:57:08.254Z","1976-07-14","16:40",90,1,"stormy","Jaquelin","Ankunding","28.3858333",-80.7422222,"Y","N","N","unexplained","square"
"1980-04-18T09:40:21.476Z","1980-04-16","05:36",51,1,"snow","Haven","Bode","32.2686111",-107.7580556,"Y","Y","Y","probable","triangle"
"2018-12-04T14:33:44.728Z","2018-12-04","01:45",65,1,"clear","Armani","Hartmann","39.5741667",-77.5508333,"Y","N","N","explained","disk"
"1979-11-16T08:50:29.753Z","1979-11-12","03:04",11,1,"clear","Jasen","Leuschke","40.7608333",-111.8902778,"Y","N","N","probable","triangle"
"2002-11-14T12:49:56.100Z","2002-11-12","20:50",73,1,"clear","Robb","Gottlieb","39.3736111",-76.9680556,"Y","N","N","explained","circle"
"1996-12-12T12:03:44.029Z","1996-12-06","15:02",64,1,"fog","Hailee","Ortiz","26.3583333",-80.0833333,"Y","Y","Y","explained","disk"
"1989-04-23T01:37:03.842Z","1989-04-22","23:43",69,1,"mostly cloudy","Golda","Lesch","47.55",-52.666667,"Y","N","N","explained","disk"
"1981-01-31T17:49:27.114Z","1981-01-30","11:17",85,1,"snow","Fleta","Hand","44.383333",-79.7,"Y","Y","N","explained","circle"
"1998-06-26T22:57:31.622Z","1998-06-22","19:12",36,1,"rain","Barton","Franecki","32.7677778",-117.0222222,"Y","N","N","explained","circle"
"2008-11-18T16:23:38.722Z","2008-11-10","08:04",34,1,"stormy","Glenna","Jaskolski","30.5080556",-97.6786111,"Y","N","N","unexplained","light"
"1986-01-26T03:16:08.366Z","1986-01-22","20:54",41,1,"fog","Phoebe","Von","61.2180556",-149.9002778,"Y","N","N","explained","disk"
"2011-04-13T18:46:00.440Z","2011-04-10","21:28",7,1,"snow","Tracy","Kassulke","40.1738889",-80.2463889,"Y","N","N","explained","circle"
"1972-05-07T23:46:54.135Z","1972-05-05","19:00",50,1,"clear","Cathy","Herzog","40.7325000",-73.4458333,"Y","Y","N","explained","circle"
"1971-01-04T04:25:27.632Z","1971-01-03","15:54",23,1,"rain","Nettie","Fahey","40.1738889",-80.2463889,"Y","N","N","explained","circle"
"2017-06-27T05:56:44.784Z","2017-06-20","22:42",88,1,"partly cloudy","Brenden","Aufderhar","37.6922222",-97.3372222,"Y","N","N","unexplained","light"
"1981-11-15T12:31:40.247Z","1981-11-11","18:38",25,1,"partly cloudy","Thomas","Price","32.97512",-96.332482,"Y","N","N","explained","disk"
"1983-12-18T00:43:00.582Z","1983-12-15","00:32",54,1,"mostly cloudy","Monica","Gutmann","10.666667",-61.516667,"Y","N","N","explained","circle"
"1991-11-22T18:38:59.180Z","1991-11-19","20:54",16,1,"clear","Jaylin","Zboncak","64.133333",-21.933333,"Y","N","N","explained","disk"
"1980-04-21T14:16:37.838Z","1980-04-20","22:05",60,1,"clear","Katrina","Gibson","34.1477778",-118.1436111,"Y","N","N","explained","disk"
"2001-12-27T08:43:41.479Z","2001-12-23","20:52",93,1,"rain","Janick","Bernhard","51.75",-2.2,"Y","N","N","explained","disk"
"2010-12-06T21:53:57.181Z","2010-12-03","01:07",93,1,"rain","Monroe","Rolfson","47.5930556",-122.6672222,"Y","N","N","explained","disk"
"1987-12-19T22:54:43.326Z","1987-12-16","05:12",1,1,"snow","Jada","Jacobson","38.9330556",-104.6080556,"Y","N","N","explained","disk"
"1973-03-07T11:56:42.911Z","1973-03-06","18:29",50,1,"fog","Kiel","Roberts","52.333333",-2.066667,"Y","N","N","explained","disk"
"2000-03-10T19:21:53.965Z","2000-03-09","00:37",43,1,"clear","Barrett","Stamm","26.1416667",-81.795,"Y","N","N","explained","disk"
"1981-02-06T13:47:56.994Z","1981-02-03","23:04",76,1,"clear","Harmon","Klocko","35.1494444",-90.0488889,"Y","N","N","explained","circle"
"1974-04-01T16:55:31.371Z","1974-03-31","08:35",97,1,"mostly cloudy","Helen","O'Connell","32.7152778",-117.1563889,"Y","N","N","explained","disk"
"1989-11-01T17:57:51.760Z","1989-11-01","15:42",57,1,"stormy","Don","Zemlak","34.417924",-118.542512,"Y","N","N","explained","circle"
"2015-12-22T16:22:16.182Z","2015-12-22","06:52",60,1,"fog","Serenity","Hahn","34.5794444",-118.1155556,"Y","N","N","explained","circle"
"1984-12-29T09:28:46.018Z","1984-12-26","04:50",15,1,"stormy","Dejah","Haley","32.8472222",-117.2733333,"Y","N","N","probable","triangle"
"1975-01-22T00:34:10.286Z","1975-01-16","05:47",29,1,"stormy","Percival","Bartell","42.495556",-82.900278,"Y","N","N","explained","circle"
"1999-09-04T09:08:04.299Z","1999-08-31","22:35",15,1,"partly cloudy","Maeve","Blick","29.9544444",-90.075,"Y","Y","N","explained","disk"
"1984-04-29T03:40:51.883Z","1984-04-25","21:42",73,1,"clear","Georgette","Bayer","28.7088889",-100.4991667,"Y","N","N","explained","circle"
"1999-06-04T20:57:12.227Z","1999-06-04","07:47",64,1,"stormy","Ferne","Nolan","41.5750000",-87.2388889,"Y","N","N","explained","circle"
"1970-01-22T04:45:32.091Z","1970-01-21","04:27",52,1,"stormy","Kale","Waters","26.5625000",-81.9497222,"Y","N","N","explained","disk"
"2000-01-06T22:53:14.931Z","2000-01-05","11:43",76,1,"partly cloudy","Glenda","Leannon","27.5061111",-99.5072222,"Y","N","N","explained","disk"
"2001-05-12T09:20:35.188Z","2001-05-12","07:36",5,1,"clear","Anika","Gaylord","33.8702778",-117.9244444,"Y","N","N","explained","disk"
"2012-04-30T04:16:50.184Z","2012-04-29","16:55",5,1,"fog","Alejandrin","Cartwright","32.7561111",-91.8722222,"Y","N","N","explained","circle"
"1990-12-25T23:22:43.662Z","1990-12-21","15:56",77,1,"clear","Daryl","McGlynn","42.581372",20.889336,"Y","N","N","unexplained","square"
"2015-02-06T06:53:19.641Z","2015-02-05","08:06",9,1,"stormy","Talia","Brown","36.1750000",-115.1363889,"Y","Y","N","explained","circle"
"1971-07-01T15:53:20.770Z","1971-06-25","12:40",62,1,"clear","Carmella","Bashirian","39.6363889",-74.8027778,"Y","N","N","explained","disk"
"2010-11-27T06:02:27.412Z","2010-11-24","21:49",14,1,"partly cloudy","Jennifer","Boyer","33.4483333",-112.0733333,"Y","N","N","probable","sphere"
"2001-11-23T22:30:34.376Z","2001-11-21","12:53",10,1,"rain","Al","Schuppe","35.8938889",-80.5616667,"Y","N","N","explained","disk"
"2018-02-13T13:19:15.768Z","2018-02-13","10:44",100,1,"fog","Hertha","Mayert","34.1808333",-118.3080556,"Y","N","N","explained","circle"
"1985-05-17T07:59:01.751Z","1985-05-16","14:08",48,1,"fog","August","Olson","38.6786111",-121.7722222,"Y","Y","Y","explained","disk"
"2015-12-06T00:59:34.424Z","2015-12-05","14:21",34,1,"fog","Norberto","Considine","25.7738889",-80.1938889,"Y","N","N","explained","circle"
"1990-02-24T00:16:07.360Z","1990-02-20","03:09",77,1,"fog","Chelsie","Moore","38.6786111",-121.7722222,"Y","N","N","explained","circle"
"2006-01-17T02:01:34.649Z","2006-01-16","12:33",6,1,"partly cloudy","Jaycee","Marvin","-35.3333",-72.4167,"Y","N","N","explained","disk"
"1994-02-19T11:35:27.476Z","1994-02-19","07:41",91,1,"rain","Dean","Bosco","40.3611111",-83.7597222,"Y","N","N","explained","circle"
"2007-02-13T23:05:54.934Z","2007-02-13","23:03",25,1,"partly cloudy","Wilma","Swift","30.4505556",-91.1544444,"Y","N","N","probable","triangle"
"1995-12-01T16:06:46.086Z","1995-12-01","14:26",12,1,"clear","Weldon","Russel","20.9083333",-156.2275,"Y","N","N","explained","circle"
"1976-10-06T22:50:27.140Z","1976-10-04","08:48",80,1,"partly cloudy","Lea","Howell","37.4458333",-88.305,"Y","N","N","explained","disk"
"1985-03-17T04:10:55.681Z","1985-03-17","02:25",93,1,"clear","Gerda","Sawayn","41.7561111",-124.2005556,"Y","N","N","explained","circle"
"1990-04-02T21:20:19.861Z","1990-04-01","09:06",89,1,"snow","Jarred","Hermiston","41.9994444",-88.145,"Y","N","N","explained","circle"
"1996-06-25T00:14:40.910Z","1996-06-23","10:36",36,1,"stormy","Nedra","Hirthe","30.530779",-84.551303,"Y","N","N","explained","circle"
"1995-04-08T03:31:24.856Z","1995-04-06","05:21",6,1,"fog","Laurianne","Abbott","26.575128",-80.063918,"Y","N","N","unexplained","square"
"1985-02-11T02:57:11.510Z","1985-02-09","19:08",55,1,"rain","Charlene","Price","42.7919444",-83.6277778,"Y","N","N","explained","disk"
"1996-09-17T06:32:46.132Z","1996-09-16","09:44",1,1,"fog","Ike","Lueilwitz","54.2",-5.883333,"Y","N","N","explained",
"2017-01-26T09:21:35.273Z","2017-01-24","21:31",64,1,"snow","Lori","Barton","49.610189",-56.176297,"Y","N","N","explained","disk"
